author,comment,likes,published_at
@Syaharmansulthan9371,"White Paper Akademik

Model Supremasi Sipil & Supremasi Hukum untuk Indonesia Modern


---

Abstrak

Supremasi sipil dan supremasi hukum merupakan dua prinsip fundamental dalam negara demokrasi modern. Indonesia, dengan sejarah panjang intervensi militer dalam urusan sipil, monopoli aparat penegak hukum, serta praktik korupsi yang merajalela, masih menghadapi tantangan dalam mewujudkan model ideal tersebut. White paper akademik ini menawarkan kerangka teoretis, tinjauan perbandingan internasional, analisis kondisi aktual Indonesia, dan rekomendasi implementasi berbasis praktik negara maju.


---

1. Pendahuluan

Dalam teori politik modern, supremasi sipil berarti kontrol penuh institusi sipil atas militer, sedangkan supremasi hukum mengandaikan bahwa seluruh tindakan warga negara maupun pejabat publik tunduk pada hukum yang sama. Negara yang gagal menerapkan kedua prinsip ini rentan mengalami penyalahgunaan kekuasaan, biaya ekonomi tinggi, dan lemahnya demokrasi.


---

2. Kerangka Teoretis

Civil-Military Relations (Huntington, 1957): militer profesional berfungsi menjaga pertahanan negara dan tidak terlibat dalam politik domestik.

Rule of Law (Dicey, 1885): semua orang setara di hadapan hukum tanpa pengecualian.

Restorative Justice (Zehr, 2002): penekanan pada pemulihan kerugian korban dan negara, bukan sekadar penghukuman.



---

3. Tinjauan Perbandingan Internasional

1. Jerman: Militer (Bundeswehr) sepenuhnya di bawah Kementerian Pertahanan, tanpa komando teritorial; kasus pidana umum ditangani peradilan sipil.


2. Jepang: Pasukan Bela Diri (JSDF) tunduk pada sipil, anggaran militer terbatas, fokus pada pertahanan dan teknologi.


3. AS: Posisi civilian supremacy sangat kuat; Menteri Pertahanan wajib sipil; kepolisian terdesentralisasi dan banyak urusan sektoral ditangani lembaga sipil.


4. Skandinavia: Menggunakan model restorative justice untuk pelanggaran ekonomi dan lingkungan; prioritas ganti rugi dan pemulihan kerugian.




---

4. Kondisi Aktual Indonesia

Militer: Masih memiliki struktur komando teritorial (Kodam, Korem, Kodim, Koramil) yang bersinggungan langsung dengan pemerintahan sipil di daerah.

Polisi: Menjadi super body dengan kewenangan luas, dari lalu lintas, pidana umum, hingga pidana khusus.

Hukum: Hampir semua pelanggaran berujung pidana penjara; sistem denda dan ganti rugi belum maksimal.

Ekonomi Politik: Pungli, backing aparat, dan konflik kewenangan meningkatkan biaya ekonomi tinggi.



---

5. Model Reformasi Supremasi Sipil & Supremasi Hukum

5.1 Militer Profesional

Di bawah Kementerian Pertahanan sipil.

Penghapusan komando teritorial.

Fokus pada teknologi, riset, dan pertahanan eksternal.

Penanganan pidana umum di peradilan sipil.


5.2 Sistem Hukum Restoratif Ekonomi

Pidana murni (fisik/kekerasan) → proses peradilan penuh.

Pelanggaran ekonomi/non-fisik → ganti rugi/denda; kasus selesai jika pembayaran penuh.

Lingkungan → wajib pemulihan kerusakan + denda.


5.3 Polisi Profesional di Bawah Kementerian Dalam Negeri

Polisi fokus pada pidana umum.

Pidana khusus ditangani lembaga sipil sektoral:

Lingkungan → Dinas Lingkungan Hidup.

Korupsi → Badan Anti-Korupsi/Kejaksaan.

Transportasi/lalu lintas → Dinas Perhubungan.


Polisi mendukung pengamanan dan eksekusi perintah lembaga sipil.



---

6. Analisis Dampak Ekonomi dan Sosial

1. Efisiensi Ekonomi: Biaya pungli dan “backing aparat” dihapus, meningkatkan iklim investasi.


2. Efisiensi Hukum: Penjara tidak penuh sesak; kas negara bertambah dari denda dan ganti rugi.


3. Demokrasi Sehat: Tidak ada intimidasi aparat; kebebasan berpendapat terjamin.


4. Profesionalisme Militer: Fokus riset pertahanan memperkuat industri strategis.




---

7. Peta Jalan Implementasi

Tahap 1 (1–3 tahun):

Legislasi reformasi kepolisian & militer.

Pilot project restorative justice untuk kasus ekonomi.

Digitalisasi denda & ganti rugi langsung ke kas negara.


Tahap 2 (4–7 tahun):

Penghapusan komando teritorial.

Transfer kewenangan pidana khusus ke lembaga sipil sektoral.

Pembangunan civilian oversight committee untuk militer & kepolisian.


Tahap 3 (8–15 tahun):

Militer sepenuhnya fokus pertahanan eksternal.

Polisi murni sipil di bawah Kemendagri.

Sistem hukum restoratif berjalan penuh.



---

8. Perbandingan Model (Ringkasan)

Aspek	Status Quo (Lemah)	Supremasi Sipil & Hukum (Ideal)

Militer	Terlibat urusan sipil, komando teritorial, bisnis gelap	Profesional, di bawah Menhan sipil, fokus pertahanan
Polisi	Super body, monopoli kewenangan	Sipil di bawah Kemendagri, fokus pidana umum
Hukum	Semua pelanggaran → penjara	Non-fisik → ganti rugi/denda, fisik → pidana penuh
Ekonomi	Biaya tinggi, pungli, backing aparat	Efisiensi, kas negara bertambah, ekonomi bersih
Demokrasi	Intimidasi, buzzer, abuse of power	Kebebasan berpendapat, institusi sipil kuat



---

9. Kesimpulan

Reformasi menuju supremasi sipil dan supremasi hukum adalah syarat mutlak untuk membangun Indonesia modern. Implementasi membutuhkan keberanian politik, reformasi hukum menyeluruh, dan dukungan masyarakat sipil. Hasil akhirnya adalah negara dengan demokrasi kuat, hukum yang adil, militer profesional, serta ekonomi yang efisien dan berdaulat.


---

Daftar Pustaka

Huntington, S. P. (1957). The Soldier and the State.

Dicey, A. V. (1885). Introduction to the Study of the Law of the Constitution.

Zehr, H. (2002). The Little Book of Restorative Justice.

Croissant, A., Kuehn, D. (2011). Civilian Control of the Military in Comparative Perspective.

Linz, J. J., Stepan, A. (1996). Problems of Democratic Transition and Consolidation.",1,2025-09-01T23:42:13Z
@ourora__2358,Ya Allah yang memutar balikan hati manusia tolong tolong tolong tolong tolong tolong putar balikan hati seluruh rakyat Indonesia berani jujur menyuarakan kebenaran yang sebenarnya tolong tolong tolong tolong tolong tolong tolong jaga dan lindungi negara hamba dari oknum pejabat yang haus kekuasaan dan kekayaan,1,2025-09-01T23:41:50Z
@tahsyaamiraal-azkiya7513,"17+8 angka yang unik. coba kita cek dalam Alquran ayat 17 surat ke 8 ""kemenangan dalam perang bukanlah semata-mata karena kekuatan manusia, melainkan atas campur tangan dan pertolongan Allah SWT.""

Coba kalau di balik quran surat 17 ayat 8 ""Mudah-mudahan Tuhanmu akan melimpahkan rahmat-Nya kepadamu; dan sekiranya kamu kembali kepada (kedurhakaan), niscaya Kami kembali (mengazabmu) dan Kami jadikan neraka Jahanam penjara bagi orang-orang yang tidak beriman",0,2025-09-01T23:39:06Z
@AliMahmudi-b4u,"Prioritas utama :
HUKUM MATI PARA KORUPTOR !
PERAMPASAN ASET PARA KORUPTOR !",0,2025-09-01T23:27:55Z
@EddiMawardi,17+8  harus DILAKSANAKAN...,0,2025-09-01T23:23:03Z
@ShrSuhartopwr,Q  berani menjamin 17 + 8 tuntutan tak bakal terkabulkan semuanya,1,2025-09-01T23:20:36Z
@Gmia-g3mpi,Up,0,2025-09-01T23:17:35Z
@joeibrahim7817,"Sah kan UU perampasan aset koruptor, makzulkan gibran, ganti para termul dikabinet karna mereka semua koruptif, ganti kapolri, stlh resufle buat kbijakan baru yg lebih meringankan beban rakyat.",1,2025-09-01T23:16:36Z
@BangErmy-b9o,"wah kalo ini berhasil dilaksanakan, negara adil makmur bisa digapai dgn cepat nih ......
Akan tetapi kalo pelaksananya tikus2 ya cuma mimpi",0,2025-09-01T23:13:32Z
@anhyoen1064,"Rakyat mah ga nuntut sebanyak itu...cukup SAHKAN RUU PERAMPASAN ASET KORUPTOR,,bila perlu HUKUM MATI...1 aja itu sudah puas..terlalu byk menuntut malah ga jelas",1,2025-09-01T23:11:29Z
@fredicusando9212,Saya rakyat Indonesia mendukung tuntutan ✊,2,2025-09-01T23:08:27Z
@nusajati9778,Jangan terlalu banyak fokus,0,2025-09-01T22:58:47Z
@Sempak_kunti,"Hati-hati buat para pendemo dan seluruh masyarakat Indonesia.

Jangan terprovokasi, hentikan demo beberapa saat, jangan terlarut², jangan sampai pemerintah dapat celah buat lakuin Darurat Militer.",0,2025-09-01T22:53:43Z
@DirgaDirgadir,"Apaan sih ini yg bikin judul 
17+8.
Kemaren 1312..
Kek keren aja😂",0,2025-09-01T22:52:50Z
@prajuritpasukanpajajaran,Bandung adalah barometer indonesia kalau suku Sunda udah beringas itu tandanya semua suku di indonesia udah habis kesabaran nya karena suku bangsa Sunda adalah yg paling sabar,1,2025-09-01T22:52:36Z
@okejone4384,"Miskunkan koruptor,hukum mati koruptor,jgn salahkan jika rakyat trs demo makin besar",1,2025-09-01T22:49:29Z
@narsokinco,😮😮😮😮😮😮koruptor dan penegak hukum di sini sudah bekerja sama sejak dulu lebih suka berkianat dengan negara dan rakyat.sellamanya tak akan terwujub kedamaean dan kesejateraan di indonesia,1,2025-09-01T22:48:23Z
@caritau610,"Tuntutan omong kosong, ada target gaada sanksi. Apa bedanya dgn demo seblmnya. Gaada singa yg nurut kalo gk di apa2in, harus dipecut biar nurut",0,2025-09-01T22:47:26Z
@pakkerto,KOMPAS bagus menyampaikan kebenaran,0,2025-09-01T22:46:25Z
@suyatnoyatno461,Kalw duit ora ada gmna mau damai sma  keluarga,0,2025-09-01T22:46:05Z
@YusRs-kn1fs,Semoga dari epek demo saya bisa bikin KTP geratis dan dapat sumbangan yang selama ini gak pernah didapatnya,1,2025-09-01T22:45:13Z
@bougati8425,Semoga prabowo mengakomodir dan memenuhi tuntutan rakyat tsb demi kebaikan bangsa ini kedepan.,1,2025-09-01T22:45:09Z
@MbahMujiMan-z4f,"Hapus dana aspirasi dpr.
Hanya biar terpilih lagi saja.",0,2025-09-01T22:43:10Z
@hairulanam7684,"Ganti wakil presiden 
Hukum koruptor mati dan undang-undang perampasan aset dan miskin kan koruptor 
Pinjol di hapuskan dari negara Indonesia 
Turunkan pajak jgn malak rakyat dgn naikan pajak 
Pejabat yg tidak berfungsi di jabatan nya di hilangkan kok perlu di tiadakan bikin pengeluaran banyak",1,2025-09-01T22:42:21Z
@Musikpsikedelik,"Buktinya,...
Penjarahan. Wkwkwkwkk",0,2025-09-01T22:38:51Z
@ZeaMays-p5n,"Tuntutannya terlalu banyak, seharusnya fokus dan spesifik.  . Fokus pembenahan DPR dulu, tahun depan baru yg lain. Bertahap",1,2025-09-01T22:37:41Z
@nugrahaanimation748,Berantas praktik korup di kalangan Aparat kepolisian !!!!!!!,1,2025-09-01T22:36:26Z
@MaxRush-l7y,Negara harus menghentikan semua gaji dan tunjangan DPR sebelum UU perampasan aset koruptor disahkan dan hukuman mati koruptor disahkan.,1,2025-09-01T22:35:51Z
@Toyworld777-k1j,"anggaran DPR 5000 triliun, ini yg bikin bangkrut negara",2,2025-09-01T22:35:34Z
@TalitaTalita-fk1nt,"*kita ngamuk lagi kalo tuntutan ini diabaikan lagi*
Ingat udah 7 korban tewas",2,2025-09-01T22:33:07Z
@sadarlah3855,AWAS MASYARAKAT HARUS HATI HATI JANGAN TERPROVOKASI OLEH TULISAN SPANDUK ORANG ORANG YANG TIDAK BERTANGUNG JAWAB ...AKSI/DEMO/SERUAN YANG BENAR ITU HARUS ADA IZIN DARI KEPOLISIAN DAN HARUS ADA ORGANISASI SURAT MENYURAT KEPADA KEPOLISIAN MAKA DARI ITU SUDAH DI PASTIKAN SERUAN SERUAN OLEH OKNUM YANG TIDAK BERTANGUNG Jawab ini ADALAH INGIN MENGADU DOMBA BANGSA INI. ...BHINEKA TUNGGAL IKA. MARI KITA BELAJAR DARI SEJARAH...MARI KITA BANGUN BANGSA INI AGAR LEBIH MAJU LAGI...JANGAN MUDAH TERPROVOKASI DI MEDIA SOSIAL...STOP MEDIA,0,2025-09-01T22:27:45Z
@jiaulhaq7234,"Tuntutan/Tekanan/Permintaan  Rakyat Jelas dan GAMBLANG LANG LANG LANG. Pegawai/pejabat yang BIJAK, PASTI NYAMBUNG.(KETELADANAN DIPERLUKAN)",1,2025-09-01T22:24:27Z
@sersanjono5204,Tuntutan kok kalimatnya berulang... lucunya lagi ga ada percepat dewan utk proses pemakzulan gbran..... padahal pemakzulan merupakan tuntutan... jadi ini jelas ditunggangi perusuh utk chaos dan ketakutan politik bagi dewan. Kenapa rporter berita tidak bertanya ttg ini?... ikutan maunya perusuh?? Ini harus dilawan...,0,2025-09-01T22:20:05Z
@jackone3389,EMANG PRABOWO PUNYA KUPING???????,0,2025-09-01T22:17:05Z
@antoniusstefanus4292,"halo pemerintah. 😂😂di tengah tuntutan rakyat. banyak isu pengalihan demo suaea rakyat di tunggai mafilah, eaja minyak lah, dll di tambah banyak propaganda di youtube bernarasi paki lah, ran malaka lah. 😂😂😂😂😂woi para partai dan pejabat!!! hentikan propaganda kalian utk framing para penyuara suara rakyat dgn menggunakanpengalihan isue . pak pemimpin negara harap sadar ya. rakyat itu berdemo utk di dengar suaranya😂😂😂😂 bukan jd penjaga pintu lalu di usir brimob!! kalian pikir rakyat itu apa? gw pengamat di setiap demo. ada di tempat  jd teori konspirasi kalianpara pendukung partai atau pejabat korup utk mempengaruhi pemimpin negara atau memang pemimpin sadar, itu tdk ada . semua pendemo itu modal sendiri termasuk gw😂😂😂😂😂tetap bayar pajak dgn beli rokok ,minum dll😂😂😂😂😂woi usaha mencerdaskan rakyat kalian bilang makar, di tunggai mafia😂😂😂😂hellllooo mafia yg kaya apa????. yg menyusup itu utk membentuk berita umum dan opini publik kalian yg ciptakan spy tindak kekerasan terhadap pendemo di anggap sah😂😂😂😂😂sadar dong ini jaman apa!!!! 😂😂😂😂 kalian mau membungkam suara rakyat dgn melakukan framing agar demo bisa di atur oleh kalian😂😂😂😂😂licik sekali kalian😂😂😂😂😂berubah lah kalian para penguasa indonesia sadar diri. mau sampai kapan kalian menindas rakyat utk menjaga kekuasaan kalian ????😂😂😂😂😂😂😂",0,2025-09-01T22:14:41Z
@kurniasari7788,"Biar aja TNI ikut jaga, soalnya kalau makar semua bisa habis. Fokus tuntutan utama saja, sah kan uu perampasan aset dan akuntabilitas lembaga dpr dan bumn.",0,2025-09-01T22:07:15Z
@agusnuryanto5874,Cuman satu orang perusuh aja dibesar besarin,0,2025-09-01T22:03:17Z
@agusnuryanto5874,"Tuntutan tsik Kucing 
Bagusnya syetan syetan pembuat rusuh seperti kamu itu disukabumikan",0,2025-09-01T22:02:37Z
@TedjoBaskoro,Banyak kali bosss tuntutan kalian tersebut???,0,2025-09-01T21:59:33Z
@HARYNIRBAYA,"Tambahan: Hilangkan celah-celah korupsi di tubuh POLRI, urusan SIM, STNK, BPKB, urusan kecelakaan, asuransi , pungli dlm kasus-kasus kriminal dll.",2,2025-09-01T21:54:16Z
@adamhermawan2139,Dorong segera RUU perampasan aset agar segera disahkan.,1,2025-09-01T21:47:24Z
@TaufikHidayat-e8k,"Koruptor dan komunis senang karena adu domba mereka berhasil UU TNI akan dilanggar TNI 
ini akan membuat rakyat Indonesia benci TNI.
TNI tau PDIP sarang komunis yang selalu menentang hukuman mati dan perampasan aset koruptor.
TNI harus hati - hati dalam bertindak karena sangat licik ingat sudah 2 kali komunis berhianat kepada bangsa dan negara ini.
Jangan terulang untuk 3 kali.
Tidak malukah TNI bisa kehilangan 6 jendral dalam semalam yang belum pernah terjadi di negara manapun.",0,2025-09-01T21:38:29Z
@mbantumanten3075,Polisi dah menyakiti rakyat,1,2025-09-01T21:37:36Z
@FeriSantoso-c9y,Percuma juga ada RUU perampasan aset kalo pelaku koruptornya TDK dihukum mati 😮,1,2025-09-01T21:36:54Z
@RuditobinSuparno,Itu kata empati diganti mencintai rakyat,0,2025-09-01T21:34:55Z
@flaygun3793,Percuma kalau ketua DPR nya dari partai banteng malah rapat terus di sahkan cuma mimpi 😅,1,2025-09-01T21:34:50Z
@SmmSmm-y7w,"MENGENAI TNI ITU BUKAN TUNTUTAN RAKYAT TETAPI ITU TUNTUTAN POLRI KEPADA TNI 😅...DENGAN ADANYA TNI SEBAGAI SAKSI & MELINDUNGI  DILAPANGAN RAKYAT MERASA LEBIH AMAN..YANG TIDAK MERASA AMAN ADALAH INTELEGEN POLISI SENDIRI YANG JELAS MALAH SERING IKUT MEMPROVOKASI DAN BERUSAHA MENANGKAP PENGUNJUK RASA DAN MEMBUNUHNYA.

JANGAN KEMBALIKAN TNI KE BARAK ! ITU JELAS MEMBUAT POLISI MELAKUKAN TINDAKAN KRIMINAL TERHADAP RAKYAT & MEMUDAHKAN POLISI  MEMUTARBALIKKAN FAKTA DI LAPANGAN.",1,2025-09-01T21:32:50Z
@AgungIndarto-jl6vc,"Tambah 1 lagi
Aparat klu di aniaya warga harus diam saja.",0,2025-09-01T21:32:23Z
@techaddict1129,"semoga aja didengar, walau sedikit pesimis 😢",1,2025-09-01T21:28:34Z
@seranggagenit3640,Siapa yg mw d pengaruhi influenza?,0,2025-09-01T21:26:54Z
@MRhn-kw6om,Bagus..tambah oposisi ..buat pengawasan full otomatis,0,2025-09-01T21:24:54Z
@sulistyowati6635,Byk tuntutan dr rakyat artinya presiden gk mampu mikir yg baik tuk rskyat...,3,2025-09-01T21:23:59Z
@Doni-b4w,Hukum mati koruptor,1,2025-09-01T21:23:28Z
@abahadetarogong3412,*PRABOWO SEHARUSNYA DAH MELAKUKAN DARURAT MILITER !!! .. TIDAK PEDULI TUNTUTAN APAPUN DIPENUHI... MEREKA AKAN TERUS MELAKUKAN HURU HARA... DEMO MASIF BERSKALA NASIONAL INI DAH GAK MURNI ASPIRASI... TAPI PERAMPOKAN DAN MAKAR !!! ... SEBELUM TERULANG 1998 .. TERLALU MAHAL DAN BANYAK NYAWA TAK BERDOSA YG  DIPERTARUHKAN ... SEGERAKAN DARURAT MILITER !!!*,0,2025-09-01T21:15:05Z
@Saryoto-n2y,DPR harus tuntaskan UU perampasan aset hasil kurupsi segera,2,2025-09-01T21:13:59Z
@Arunika-z8s,"Wuiihh, keren yg nyusun ini, lebih keren drpd anggota dewan disana.",0,2025-09-01T21:13:02Z
@dafiarista1786,"Cuk, UNDANG UNDANG PERAMPASAN ASET DAN HUKUM MATI KORUPTOR DAHULUKAN. ITU YG PENTING",3,2025-09-01T21:06:47Z
@IyanIto,ANALISIS BIN (BADAN INTELIJEN NETIZEN): PENJARAHAN RUMAH ANGGOTA DPR PESAN TEROR UNTUK ANGGOTA DPR... INI ALURNYA SEPERTI FILM GUNDALA PUTRA PETIR SI PENGKOR MENTARGET ANGGOTA DPR UNTUK BALAS DENDAM. LEBIH LENGKAPNYA TONTON SAJA DI YOUTUBE BANYAK...,1,2025-09-01T21:01:15Z
@Sukatish,6 X 24 JAM,0,2025-09-01T21:00:52Z
@ritzyrasfin3113,Influencer ..ke laut aja...bukan ikut meredakan suasana..malah sok2an menuntut,0,2025-09-01T20:53:27Z
@agussularso2293,Pemilu Depan Pilih Partai Yang Mau Mengesahkan UU Perampasan Aset,0,2025-09-01T20:47:32Z
@F19-r2g,Influencer Artis... Mereka ini standar ganda.,0,2025-09-01T20:39:49Z
@magicwandstudio3141,minta ilangin batas umur kerja dan masuk uni,0,2025-09-01T20:39:14Z
@raflimaulana4,Satu lagi tuntutan dari saya. Hapuskan royalty lagu/musik karena bikin rakyat takut buat bernyanyi atau nyetel musik. Dunia sepi tanpa musik. Harus segera dijalankan saat ini juga,0,2025-09-01T20:36:52Z
@wellysadewo271,"Ironinya adalah....

Peristiwa Kematian Ojol hanya ditunggangi oleh Mahasiswa / pegiat medsos politik....

Dari tuntutan itu TIDAK ADA SAMA SEKALI YG MEMBELA OJOL DALAM DUGAAN SCAM OLEH PIHAK APLIKATOR DAN SEGALA HAK HAK OJOL DALAM TARIF ATAU SISTEM OJOL,,

PADAHAL PERISTIWA KEMATIAN OJOL TSB, BISA MEMBUAT MASYARAKAT DILUAR MAHASISWA DAN PEGIAT TURUN SERTA MEMBUAT PEMERINTAH DPR AKHIRNYA MENURUTI KEMAUAN RAKYAT",1,2025-09-01T20:36:34Z
@BadriSubad,Sepertinya sulit.. Coy,1,2025-09-01T20:23:18Z
@Jggkmmknkkknvffbbnkk,Pemerintah kok berat banget jalankan tuntutan . Padahal kan demi kebaikan indonesia.,4,2025-09-01T20:20:45Z
@LisaLisa-y5o6t,Tni diharapkan kembali ke barak dan penanganan polri dan tni dlm menghadapi demo,1,2025-09-01T20:13:41Z
@wongDewek-ji4ck,DEMO BANYAK KADRUN KADRUN PENYUSUP-PERUSAK-MALING.,1,2025-09-01T20:13:20Z
@LisaLisa-y5o6t,Pada intinya mayoritas rakyat tidak puas dgn upah + tunjangan tinggi dpr dibanding pekerjaannya dan menuntut partai lebih aware utk org org yg ditetapkan di dpr. Massa mendesak pengeahan uu perampaasan aset dan revisi uu uotsorcind.,1,2025-09-01T20:12:12Z
@sultanwahdoyo8931,USAHAKAN lah NOMOR SATU UU PERAMPASAN ASET KORUPTOR DISAHKAN DAN MISKINKAN...kayanya sih ..INI YG SULIT DITERIMA DPR,0,2025-09-01T20:11:54Z
@AliMusyafak,Hukuman Mati Koruptor,3,2025-09-01T20:11:00Z
@MonkaSGiga,"serikat buruh itu hama, jangan buka dialog dengan mereka🖕🏻🖕🏻🖕🏻🖕🏻",0,2025-09-01T20:06:48Z
@LisaLisa-y5o6t,Negeri yg dibangun dgn influencer atau ada sumbatan saluran suara rakyat ke pemerintah dan dpr?,0,2025-09-01T20:04:27Z
@JokoSentono-q2c,"Yg paling penting bersihkan pknum yg melindungi bandar narkoba , bandar judi dan bandar investasi bodong yg banyak korban di masyrakat",1,2025-09-01T19:54:25Z
@Afer12,tamaradai sok asik,0,2025-09-01T19:53:02Z
@biasaaja5946,"CARI KERJA SUSAH UPAH KERJA SEDIKIT BIAYA HIDUP TINGGI KEJAHATAN DIMANA MANA AKIBAT EKONOMI WAKIL RAKYAT KORUP, pikir aja gimna ga STRESS RAKYAT.  gedeg banget gue",2,2025-09-01T19:50:56Z
@dedhos99,"Jika negara kita terjebak di darurat militer, nasib kita bakal kayak myanmar saat ini. Ujung2nya rakyat terpaksa harus perang dengan militer.. bisa salah satu menang, tapi jika sama2 kuat, ujung2nya terpaksa akan muncul ide untuk membagi & memecah Indonesia menjadi negara2 kecil.
Pastinya ada campur tangan asing yang pura2 jadi pahlawan, tapi semua itu gak gratis.


Jadi, hentikan demo anarkis, fokus saja pada tuntutan:
1. sahkan UU perampasan 100% aset koruptor dan hukuman penjara minimal 15 tahun tanpa remisi.
2. Harus ada transparansi mengenai pendapatan pejabat negara
3. Harus ada transparansi mengenai kinerja pejabat negara

Hidup NKRI..!!! 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",0,2025-09-01T19:49:56Z
@ArisHeru-w2h,saya tidak termasuk 17 + 8 karena tidak yakin dipenuhi penguasa yg ada adalah versi penguasa untuk berlaku sehari  hari,0,2025-09-01T19:27:55Z
@nod3390,"Kita lihat sampai batas waktu yg diberikan,, kalau tuntutan rakyat tidak mereka penuhi itu menandakan mereka tidak mewakili rakyat,, lantas buat apa dipertahankan, lebih baik dibubarkan...",4,2025-09-01T19:20:24Z
@serbaserbivivo6030,"Uang 💸💰 tantiem itu uang 💸💰 rakyat.

KEMBALIKAN !!!!!

-",4,2025-09-01T19:02:24Z
@TasiyanToro-eu3bq,"Tuntutan  17+ 8 gk jelas  ,, sperti orang   yg lagi banyak omong kosong,, 

Yg poin penting hanya keuntungan sepihak",0,2025-09-01T18:45:32Z
@IamAbyazAtharrazka,Pinjol hapuskan dari bangsa ini,14,2025-09-01T18:37:31Z
@panjiraja12,UU hukuman mati untuk koruptornya mana?,10,2025-09-01T18:25:58Z
@diankurniawantanjung5886,Tuntutan mba salsa ga diramein??? Tapi serula tak sama,0,2025-09-01T18:17:51Z
@j-freesimangunsong2607,Masa jabatan anggota DPR tolong dimasukiin. Saat ini ga dibatasin. Dan kekuasaan tertinggi bukan ketum parpol,1,2025-09-01T17:48:36Z
@mr.scptaboo7638,Tidak setuju dg 17+8...etekewer banget gk guna buat perbaikan bangsa..gk sebanding dg nyawa yg hilang akibat demo,0,2025-09-01T17:25:15Z
@akungame7348,Saya mendukung penuh 17 + 8 👍,0,2025-09-01T17:19:01Z
@supardjisupardji8215,Kayanya ragu pemerintah merespon 17+8 pemerintah angkuh dan merasa kebal.,0,2025-09-02T22:27:50Z
@jeannejeanne-d2n,"NO pengesahan,NO DPR",0,2025-09-02T21:14:33Z
@MachoSyah,"Jangan kasih peluang sedikitpun untuk korupsi,Hukuman Mati untuk koruptor..infonesis sudah sakit parah korupsi dimana2..",0,2025-09-02T18:34:48Z
@SilumanHarimau08,"Filosofi Gus Dur:

*""Jangan heran nanti pada waktunya. Jika nanti seorang dari daerah batak maju ke sini dan mengatakan Horas. Hati-hati dengan budaya politik orang jawa dan sunda. Kalau mereka sudah mengatakan Monggo atau mangga itu artinya, satu dilepas empat dipegang"".*

Salsa Erwina Hutagalung tidak memenuhi kriteria dari filosofi Gus Dur diatas. Buktikan nanti...!!! 
Tuntutan 17+8 tidak akan terwujud....",0,2025-09-02T18:32:16Z
@SilumanHarimau08,"*Gus Dur: 1 Dilepas, 4 Dipegang*

Pernahkah anda mendengar filosofi Gus Dur? Filosofi 1 dilepas, 4 dipegang?
Jika pernah, tuntutan 17+8 yang inisiatornya Salsa Erwina Hutagalung, belum memenuhi filosofi Gus Dur tersebut. dan terlanjur media membranding Salsa memenuhi filosofi Gus Dur 1 di lepas, 4 dipegang. Percayalah, tuntutan 17+8 tidak akan terkabulkan. 

Hanya orang yang bisa memegang filosofi Gus Dur, yang tuntutannya akan dipertimbangkan dan diakomodir oleh Prabowo Subianto. Dan Prabowo Subianto, paham tentang filosofi 1 dilepas, 4 dipegang.",0,2025-09-02T18:21:38Z
@edwardbutard7924,Ayo para pembuat keputusan negri ini masyarakat sudah memberi tugas silakan di respon dan di execusi,0,2025-09-02T13:46:34Z
@ArgaTejaSukma,"Sulitnya, pejabat negara di Indonesia itu kebanyakan ga benernya dri pd yg benernya. Buktinya, korupsi gila gilaan di semua sektor. Bahkan Kementrian Agama yg ngurusi warga ibadah aja sejak lama selalu di isi orang orang gila. Gila kuasa dan gila harta ! 😮",0,2025-09-02T11:18:24Z
@azwarsuaib9932,❤❤,0,2025-09-02T11:14:05Z
@TanEvano,"*Jas Merah-Jangan Sekali-Kali Melupakan Sejarah (Bung Karno,1966).*

Yuk belajar sejarah bangsa:

*Mengapa dengan Magelang?*

Magelang memiliki nilai sejarah kuat, salah satunya dibukanya Kongres Kebudayaan I Pasca Kemerdekaan oleh Presiden Sukarno tanggal 20 Agustus tahun 1948 di Magelang.
Kongres Kebudayaan I  di Magelang dilaksanakan 4 bulan sebelum terjadinya Agresi Militer Belanda ke II  tanggal 19 Desember 1948.
Pada Kongres Budaya I pada 20 Agustus 1948, Proklamator Mohammad Hatta menegaskan 
budaya adalah jiwa bagi  politik suatu bangsa. Tanpa anak bangsa yang berbudaya luhur, sulit untuk menggapai cita-cita masyarakat adil dan makmur.
*Dengan demikian jelaslah bahwa Magelang adalah cermin bela negara dan ketahanan budaya bagi Nusantara...! Dan Budaya adalah senjata non-fisik bangsa dalam mempertahankan kemerdekaan menghadapi kolonialisme.*",0,2025-09-02T10:10:04Z
